Målestokk;Sammensatt kode;Navn_Kartleggingsenheter 1:2500 for terrestre systemer;Grunntypenr;Grunntypekoder;;;;;;;;;;;
5000;NA F2-C-15;Noe kalkfattige og klare grunne vannmasser med komplekst fiskesamfunn;;F2-15;;;;;;;;;;;
5000;NA F2-C-16;Noe kalkfattige og humøse grunne vannmasser med komplekst fiskesamfunn;;F2-16;;;;;;;;;;;
5000;NA F2-C-17;Moderat kalkrike grunne vannmasser med komplekst fiskesamfunn;;F2-17;;;;;;;;;;;
5000;NA F2-C-18;Svært kalkrike grunne vannmasser med komplekst fiskesamfunn;;F2-18;;;;;;;;;;;
5000;NA F2-C-2;Svært kalkfattige og humøse grunne vannmasser med enkelt fiskesamfunn;;F2-2;;;;;;;;;;;
5000;NA F2-C-3;Noe kalkfattige og klare grunne vannmasser med enkelt fiskesamfunn;;F2-3;;;;;;;;;;;
5000;NA F2-C-4;Noe kalkfattige og humøse grunne vannmasser med enkelt fiskesamfunn;;F2-4;;;;;;;;;;;
5000;NA F2-C-5;Moderat kalkrike grunne vannmasser med enkelt fiskesamfunn;;F2-5;;;;;;;;;;;
5000;NA F2-C-6;Svært kalkrike grunne vannmasser med enkelt fiskesamfunn;;F2-6;;;;;;;;;;;
5000;NA F2-C-7;Svært kalkfattige og klare grunne vannmasser med middels komplekst fiskesamfunn;;F2-7;;;;;;;;;;;
5000;NA F2-C-8;Svært kalkfattige og humøse grunne vannmasser med middels komplekst fiskesamfunn;;F2-8;;;;;;;;;;;
5000;NA F2-C-9;Noe kalkfattige og klare grunne vannmasser med middels komplekst fiskesamfunn;;F2-9;;;;;;;;;;;
5000;NA F3-C-1;Svært kalkfattige og klare lagdelte vannmasser uten fisk;;F3-1;;;;;;;;;;;
5000;NA F3-C-2;Svært kalkfattige og humøse lagdelte vannmasser uten fisk;;F3-2;;;;;;;;;;;
5000;NA F3-C-3;Noe kalkfattige og klare lagdelte vannmasser uten fisk;;F3-3;;;;;;;;;;;
5000;NA F3-C-4;Noe kalkfattige og humøse lagdelte vannmasser uten fisk;;F3-4;;;;;;;;;;;
5000;NA F3-C-5;Moderat kalkrike lagdelte vannmasser uten fisk;;F3-5;;;;;;;;;;;
5000;NA F3-C-6;Svært kalkrike lagdelte vannmasser uten fisk;;F3-6;;;;;;;;;;;
5000;NA F4-C-1;Svært kalkfattige og klare store grunne vannmasser uten fisk;;F4-1;;;;;;;;;;;
5000;NA F4-C-10;Svært kalkfattige og humøse små grunne vannmasser uten fisk;;F4-10;;;;;;;;;;;
5000;NA F4-C-11;Noe kalkfattige og humøse store grunne vannmasser uten fisk;;F4-11;;;;;;;;;;;
5000;NA F4-C-12;Noe kalkfattige og humøse små grunne vannmasser uten fisk;;F4-12;;;;;;;;;;;
5000;NA F4-C-13;Moderat kalkrike og humøse store grunne vannmasser uten fisk;;F4-13;;;;;;;;;;;
5000;NA F4-C-14;Moderat kalkrike og humøse små grunne vannmasser uten fisk;;F4-14;;;;;;;;;;;
5000;NA F4-C-15;Svært kalkrike og humøse store grunne vannmasser uten fisk;;F4-15;;;;;;;;;;;
5000;NA F4-C-16;Svært kalkrike og humøse små grunne vannmasser uten fisk;;F4-16;;;;;;;;;;;
5000;NA F4-C-17;Små og grunne humøse vannmasser uten fisk (høljegjøl);;F4-17;;;;;;;;;;;
5000;NA F4-C-2;Svært kalkfattige og klare små grunne vannmasser uten fisk;;F4-2;;;;;;;;;;;
5000;NA F4-C-3;Noe kalkfattige og klare store grunne vannmasser uten fisk;;F4-3;;;;;;;;;;;
5000;NA F4-C-4;Noe kalkfattige og klare små grunne vannmasser uten fisk;;F4-4;;;;;;;;;;;
5000;NA F4-C-5;Moderat kalkrike og klare store grunne vannmasser uten fisk;;F4-5;;;;;;;;;;;
5000;NA F4-C-6;Moderat kalkrike og klare små grunne vannmasser uten fisk;;F4-6;;;;;;;;;;;
5000;NA F4-C-7;Svært kalkrike og klare store grunne vannmasser uten fisk;;F4-7;;;;;;;;;;;
5000;NA F4-C-8;Svært kalkrike og klare små grunne vannmasser uten fisk;;F4-8;;;;;;;;;;;
5000;NA F4-C-9;Svært kalkfattige og humøse store grunne vannmasser uten fisk;;F4-9;;;;;;;;;;;
5000;NA F5-C-1;Kalkfattige litt turbide vannmasser;;F5-1;;;;;;;;;;;
5000;NA F5-C-2;Kalkrike litt turbide vannmasser;;F5-2;;;;;;;;;;;
5000;NA F5-C-3;Svært turbide vannmasser;;F5-3;;;;;;;;;;;
5000;NA F6-C-1;Grottesjø-vannmasser;;F6-1;;;;;;;;;;;
5000;NA F7-C-1;Innsjø-vannmasser med periodisk oksygenmangel;;F7-1;;;;;;;;;;;
5000;NA F7-C-2;Anoksiske innsjø-vannmasser betinget av gammelt havvann;;F7-2;;;;;;;;;;;
5000;NA F7-C-3;Anoksiske innsjø-vannmasser betinget av saltholdig kildevann;;F7-3;;;;;;;;;;;
5000;NA F7-C-4;Anoksiske innsjø-vannmasser betinget av jernholdig vann;;F7-4;;;;;;;;;;;
5000;NA F7-C-5;Anoksiske innsjø-vannmasser betinget av kalkrikt vann;;F7-5;;;;;;;;;;;
5000;NA F7-C-6;Anoksiske innsjø-vannmasser betinget av humusrikt vann;;F7-6;;;;;;;;;;;
5000;NA F8-C-1;Elvevannmasser uten fisk;;F8-1;;;;;;;;;;;
5000;NA F8-C-2;Elvevannmasser med fisk;;F8-2;;;;;;;;;;;
5000;NA F9-C-1;Kalkfattige grunne nye innsjø-vannmasser uten fisk;;F9-1;;;;;;;;;;;
5000;NA F9-C-2;Kalkfattige lagdelte nye innsjø-vannmasser uten fisk;;F9-2;;;;;;;;;;;
5000;NA F9-C-3;Kalkrike grunne nye innsjø-vannmasser uten fisk;;F9-3;;;;;;;;;;;
5000;NA F9-C-4;Kalkrike lagdelte nye innsjø-vannmasser uten fisk;;F9-4;;;;;;;;;;;
5000;NA F9-C-5;Kalkfattige grunne nye innsjø-vannmasser med fisk;;F9-5;;;;;;;;;;;
5000;NA F9-C-6;Kalkfattige lagdelte nye innsjø-vannmasser med fisk;;F9-6;;;;;;;;;;;
5000;NA F9-C-7;Kalkrike grunne nye innsjø-vannmasser med fisk;;F9-7;;;;;;;;;;;
5000;NA F9-C-8;Kalkrike lagdelte nye innsjø-vannmasser med fisk;;F9-8;;;;;;;;;;;
5000;NA L10-C-1;Arktisk permafrost-innsjøbunn;;L10-1;;;;;;;;;;;
5000;NA L1-C-1;Svært kalkfattig og beskyttet fast strandkant-innsjøbunn;;L1-1;;;;;;;;;;;
5000;NA L1-C-10;Svært kalkrik og beskyttet fast strandkant-innsjøbunn;;L1-10;;;;;;;;;;;
5000;NA L1-C-11;Svært kalkrik og eksponert fast strandkant-innsjøbunn;;L1-11;;;;;;;;;;;
5000;NA L11-C-1;Ny innsjøbunn;;L11-1, L11-2;;;;;;;;;;;
5000;NA L1-C-12;Svært kalkrik beskyttet grunn fast innsjøbunn;;L1-12;;;;;;;;;;;
5000;NA L1-C-13;Turbid eufotisk fast innsjøbunn;;L1-13;;;;;;;;;;;
5000;NA L1-C-2;Svært kalkfattig og eksponert fast strandkant-innsjøbunn;;L1-2;;;;;;;;;;;
5000;NA L12-C-1;Semi-naturlig eutrof innsjøbunn;;L12-1;;;;;;;;;;;
5000;NA L1-C-3;Svært kalkfattig beskyttet grunn fast innsjøbunn;;L1-3;;;;;;;;;;;
5000;NA L13-C-1;Kalkfattig semi-naturlig vannstrand-eng;;L13-1;;;;;;;;;;;
5000;NA L13-C-2;Kalkrik semi-naturlig vannstrand-eng;;L13-2;;;;;;;;;;;
5000;NA L1-C-4;Noe kalkfattig og beskyttet fast strandkant-innsjøbunn;;L1-4;;;;;;;;;;;
5000;NA L14-C-1;Sterkt endret ny fast innsjøbunn;;L14-1;;;;;;;;;;;
5000;NA L14-C-2;Kalkfattig (ny) syntetisk innsjøbunn;;L14-2;;;;;;;;;;;
5000;NA L14-C-3;Kalkrik (ny) syntetisk innsjøbunn;;L14-3;;;;;;;;;;;
5000;NA L14-C-4;Kalkfattig ny innsjø-sedimentbunn;;L14-4;;;;;;;;;;;
5000;NA L14-C-5;Kalkrik ny innsjø-sedimentbunn ;;L14-5;;;;;;;;;;;
5000;NA L1-C-5;Noe kalkfattig og eksponert fast strandkant-innsjøbunn;;L1-5;;;;;;;;;;;
5000;NA L15-C-1;Kalkfattig ny innsjøbunn med opphav i elvebunn;;L15-1, L15-2;;;;;;;;;;;
5000;NA L15-C-2;Kalkrik ny innsjøbunn med opphav i elvebunn;;L15-3, L15-4;;;;;;;;;;;
5000;NA L1-C-6;Noe kalkfattig beskyttet grunn fast innsjøbunn;;L1-6;;;;;;;;;;;
5000;NA L16-C-1;Kalkfattig kronisk fysisk forstyrret innsjøbunn;;L16-1, L16-2;;;;;;;;;;;
5000;NA L16-C-2;Kalkrik kronisk fysisk forstyrret innsjøbunn;;L16-3, L16-4;;;;;;;;;;;
5000;NA L16-C-3;Reguleringssone i innsjø;;L16-5;;;;;;;;;;;
5000;NA L1-C-7;Moderat kalkrik og beskyttet fast strandkant-innsjøbunn ;;L1-7;;;;;;;;;;;
5000;NA L17-C-1;Kronisk kjemisk påvirket innsjøbunn ;;L17-1, L17-2;;;;;;;;;;;
5000;NA L17-C-2;Kronisk saltpåvirket innsjø-sedimentbunn ;;L17-3;;;;;;;;;;;
5000;NA L17-C-3;Kronisk eutrofiert innsjøbunn ;;L17-4, L17-5;;;;;;;;;;;
5000;NA L17-C-4;Kronisk forsuret innsjøbunn ;;L17-6, L17-7;;;;;;;;;;;
5000;NA L1-C-8;Moderat kalkrik og eksponert fast strandkant-innsjøbunn;;L1-8;;;;;;;;;;;
5000;NA L1-C-9;Moderat kalkrik beskyttet grunn fast innsjøbunn;;L1-9;;;;;;;;;;;
5000;NA L2-C-1;Svært kalkfattig fin innsjø-sedimentbunn i strandkant;;L2-1;;;;;;;;;;;
5000;NA L2-C-7;Svært kalkfattig grov innsjø-sedimentbunn i plantebeltet;;L2-10, L2-11;;;;;;;;;;;
5000;NA L2-C-8;Noe kalkfattig grov innsjø-sedimentbunn i plantebeltet;;L2-12, L2-13;;;;;;;;;;;
5000;NA L2-C-9;Moderat kalkrik fin innsjø-sedimentbunn i strandkant;;L2-15;;;;;;;;;;;
5000;NA L2-C-10;Svært kalkrik fin innsjø-sedimentbunn i strandkant;;L2-16;;;;;;;;;;;
5000;NA L2-C-11;Moderat kalkrik fin innsjø-sedimentbunn i plantebeltet;;L2-18, L2-19;;;;;;;;;;;
5000;NA L2-C-2;Noe kalkfattig fin innsjø-sedimentbunn i strandkant;;L2-2;;;;;;;;;;;
5000;NA L2-C-12;Svært kalkrik fin innsjø-sedimentbunn i plantebeltet;;L2-20, L2-21;;;;;;;;;;;
5000;NA L2-C-13;Moderat kalkrik grov innsjø-sedimentbunn i strandkant;;L2-23;;;;;;;;;;;
5000;NA L2-C-14;Svært kalkrik grov innsjø-sedimentbunn i strandkant;;L2-24;;;;;;;;;;;
5000;NA L2-C-15;Moderat kalkrik grov innsjø-sedimentbunn i plantebeltet;;L2-26, L2-27;;;;;;;;;;;
5000;NA L2-C-16;Svært kalkrik grov innsjø-sedimentbunn i plantebeltet;;L2-28, L2-29;;;;;;;;;;;
5000;NA L2-C-3;Svært kalkfattig fin innsjø-sedimentbunn i plantebeltet;;L2-3, L2-4;;;;;;;;;;;
5000;NA L2-C-17;Turbid eufotisk innsjø-sedimentbunn;;L2-31;;;;;;;;;;;
5000;NA L2-C-4;Noe kalkfattig fin innsjø-sedimentbunn i plantebeltet;;L2-5, L2-6;;;;;;;;;;;
5000;NA L2-C-5;Svært kalkfattig grov innsjø-sedimentbunn i strandkant;;L2-7;;;;;;;;;;;
5000;NA L2-C-6;Noe kalkfattig grov innsjø-sedimentbunn i strandkant;;L2-8;;;;;;;;;;;
5000;NA L3-C-1;Kalkfattig dyp innsjøbunn;;L3-1;;;;;;;;;;;
5000;NA L3-C-2;Moderat kalkrik dyp innsjøbunn;;L3-2;;;;;;;;;;;
5000;NA L3-C-3;Svært kalkrik dyp innsjøbunn;;L3-3;;;;;;;;;;;
5000;NA L4-C-1;Kalkfattig helofyttsump;;L4-1;;;;;;;;;;;
5000;NA L4-C-2;Moderat kalkrik helofyttsump;;L4-2;;;;;;;;;;;
5000;NA L4-C-3;Svært kalkrik helofyttsump;;L4-3;;;;;;;;;;;
5000;NA L5-C-1;Kalkfattig undervannseng i innsjø;;L5-1;;;;;;;;;;;
5000;NA L5-C-2;Moderat kalkrik undervannseng i innsjø;;L5-2;;;;;;;;;;;
5000;NA L5-C-3;Svært kalkrik undervannseng i innsjø;;L5-3;;;;;;;;;;;
5000;NA L5-C-4;Kalkfattig undervannseng i elv;;L5-4;;;;;;;;;;;
5000;NA L5-C-5;Moderat kalkrik undervannseng i elv;;L5-5;;;;;;;;;;;
5000;NA L6-C-1;Svært kalkfattig flarkgjøl-bunn på fast torv ;;L6-1;;;;;;;;;;;
5000;NA L6-C-2;Noe kalkfattig flarkgjøl-bunn på fast torv ;;L6-2;;;;;;;;;;;
5000;NA L6-C-3;Moderat kalkrik flarkgjøl-bunn på fast torv ;;L6-3;;;;;;;;;;;
5000;NA L6-C-4;Svært kalkrik flarkgjøl-bunn på fast torv ;;L6-4;;;;;;;;;;;
5000;NA L6-C-5;Høljegjøl-bunn på fast torv ;;L6-5;;;;;;;;;;;
5000;NA L7-C-1;Svært kalkfattig innsjøbunn av dy og gytje;;L7-1;;;;;;;;;;;
5000;NA L7-C-2;Noe kalkfattig innsjøbunn av dy og gytje;;L7-2;;;;;;;;;;;
5000;NA L7-C-3;Moderat kalkrik innsjøbunn av dy og gytje;;L7-3;;;;;;;;;;;
5000;NA L7-C-4;Svært kalkrik innsjøbunn av dy og gytje;;L7-4;;;;;;;;;;;
5000;NA L8-C-1;Kalkfattig innsjøbunn av grovt organisk materiale;;L8-1;;;;;;;;;;;
5000;NA L8-C-2;Kalkrik innsjøbunn av grovt organisk materiale;;L8-2;;;;;;;;;;;
5000;NA L9-C-1;Innsjøbunn med periodisk oksygenmangel;;L9-1;;;;;;;;;;;
5000;NA L9-C-2;Anoksisk innsjøbunn med gammelt havvann;;L9-2;;;;;;;;;;;
5000;NA L9-C-3;Anoksisk innsjøbunn betinget av saltholdig kildevann;;L9-3;;;;;;;;;;;
5000;NA L9-C-4;Anoksisk innsjøbunn betinget av jernholdig vann;;L9-4;;;;;;;;;;;
5000;NA L9-C-5;Anoksisk innsjøbunn betinget av kalkrikt vann;;L9-5;;;;;;;;;;;
5000;NA L9-C-6;Anoksisk innsjøbunn betinget av humusrikt vann;;L9-6;;;;;;;;;;;
5000;NA O1-C-1;Svært kalkfattig fastbunn i klar og roligflytende elv ;;O1-1, O1-2;;;;;;;;;;;
5000;NA O1-C-6;Moderat kalkrik fastbunn i klar elv med stryk;;O1-11, O1-12;;;;;;;;;;;
5000;NA O1-C-7;Svært kalkrik fastbunn i klar og roligflytende elv;;O1-13, O1-14;;;;;;;;;;;
5000;NA O1-C-8;Svært kalkrik fastbunn i klar elv med stryk;;O1-15, O1-16;;;;;;;;;;;
5000;NA O1-C-9;Kalkfattig fastbunn i humøs og roligflytende elv;;O1-17, O1-18;;;;;;;;;;;
5000;NA O1-C-10;Kalkfattig fastbunn i humøs elv med stryk;;O1-19, O1-20;;;;;;;;;;;
5000;NA O1-C-11;Kalkrik fastbunn i humøs og roligflytende elv;;O1-21, O1-22;;;;;;;;;;;
5000;NA O1-C-12;Kalkrik fastbunn i humøs elv med stryk;;O1-23, O1-24;;;;;;;;;;;
5000;NA O1-C-13;Turbid fast elvebunn;;O1-27;;;;;;;;;;;
5000;NA O1-C-14;Fast elvebunn i grotte;;O1-28;;;;;;;;;;;
5000;NA O1-C-2;Svært kalkfattig fastbunn i klar elv med stryk;;O1-3, O1-4;;;;;;;;;;;
5000;NA O1-C-3;Noe kalkfattig fastbunn i klar og roligflytende elv;;O1-5, O1-6;;;;;;;;;;;
5000;NA O1-C-4;Noe kalkfattig fastbunn i klar elv med stryk;;O1-7, O1-8;;;;;;;;;;;
5000;NA O1-C-5;Moderat kalkrik fastbunn i klar og roligflytende elv;;O1-9, O1-10;;;;;;;;;;;
5000;NA O2-C-1;Kalkfattig finbunn i klar elv;;O2-1, O2-2;;;;;;;;;;;
5000;NA O2-C-7;Moderat kalkrik steinbunn i klar elv;;O2-11;;;;;;;;;;;
5000;NA O2-C-8;Svært kalkrik steinbunn i klar elv;;O2-12;;;;;;;;;;;
5000;NA O2-C-9;Finbunn i humøs elv;;O2-13, O2-14;;;;;;;;;;;
5000;NA O2-C-10;Grusbunn i humøs elv;;O2-15, O2-16;;;;;;;;;;;
5000;NA O2 C-11;Kalkfattig steinbunn i humøs elv;;O2-17;;;;;;;;;;;
5000;NA O2-C-12;Kalkrik steinbunn i humøs elv;;O2-18;;;;;;;;;;;
5000;NA O2-C-13;Utstrømspåvirket kalkfattig elvebunn;;O2-19;;;;;;;;;;;
5000;NA O2-C-14;Utstrømspåvirket kalkrik elvebunn;;O2-20;;;;;;;;;;;
5000;NA O2-C-15;Turbid elvesedimentbunn;;O2-21;;;;;;;;;;;
5000;NA O2-C-2;Kalkfattig grusbunn i klar elv;;O2-3, O2-4;;;;;;;;;;;
5000;NA O2-C-3;Svært kalkfattig steinbunn i klar elv;;O2-5;;;;;;;;;;;
5000;NA O2-C-4;Noe kalkfattig steinbunn i klar elv;;O2-6;;;;;;;;;;;
5000;NA O2-C-5;Kalkrik finbunn i klar elv;;O2-7, O2-8;;;;;;;;;;;
5000;NA O2-C-6;Kalkrik grusbunn i klar elv;;O2-9, O2-10;;;;;;;;;;;
5000;NA O3-C-1;Kalkfattig bunn i svak kilde;;O3-1, O3-2, O3-3;;;;;;;;;;;
5000;NA O3-C-4;Kalkrik bunn i sterk kilde;;O3-11, O3-12, O3-13, O3-14;;;;;;;;;;;
5000;NA O3-C-2;Kalkfattig bunn i sterk kilde;;O3-4, O3-5, O3-6;;;;;;;;;;;
5000;NA O3-C-3;Kalkrik bunn i svak kilde;;O3-7, O3-8, O3-9, O3-10;;;;;;;;;;;
5000;NA O4-C-1;Bunn i litt varm kilde;;O4-1, O4-2, O4-3, O4-4;;;;;;;;;;;
5000;NA O4-C-2;Bunn i varm kilde;;O4-5, O4-6, O4-7, O4-8;;;;;;;;;;;
5000;NA O4-C-3;Svovelpåvirket bunn i litt varm kilde;;O4-9;;;;;;;;;;;
5000;NA O5-C-1;Ny sedimentbunn i elv;;O5-1;;;;;;;;;;;
5000;NA O6-C-1;Kalkfattig kronisk fysisk forstyrret elvebunn;;O6-1, O6-2;;;;;;;;;;;
5000;NA O6-C-2;Kalkrik kronisk fysisk forstyrret elvebunn;;O6-3, O6-4;;;;;;;;;;;
5000;NA O6-C-3;Turbid minstevannførings-strekning i elv ;;O6-5;;;;;;;;;;;
5000;NA O7-C-1;Kronisk kjemisk påvirket elvebunn;;O7-1, O7-2;;;;;;;;;;;
5000;NA O7-C-2;Kronisk forsuret elvebunn;;O7-3, O7-4;;;;;;;;;;;
20000;NA L1-E-1;Eufotisk fast innsjøbunn;;L1-1, L1-2, L1-3;;;;;;;;;;;
20000;NA L1-E-2;Eufotisk fast innsjøbunn;;L1-4, L1-5, L1-6;;;;;;;;;;;
20000;NA L1-E-3;Eufotisk fast innsjøbunn;;L1-7, L1-8, L1-9;;;;;;;;;;;
20000;NA L1-E-4;Eufotisk fast innsjøbunn;;L1-10, L1-11, L1-12;;;;;;;;;;;
20000;NA L1-E-5;Eufotisk fast innsjøbunn;;L1-13;;;;;;;;;;;
20000;NA L2-E-1;Eufotisk innsjø-sedimentbunn;;L2-1, L2-2, L2-3, L2-4, L2-5, L2-6;;;;;;;;;;;
20000;NA L2-E-2;Eufotisk innsjø-sedimentbunn;;L2-7, L2-8, L2-10, L2-11, L2-12, L2-13;;;;;;;;;;;
20000;NA L2-E-3;Eufotisk innsjø-sedimentbunn;;L2-15, L2-16, L2-18, L2-19, L2-20, L2-21;;;;;;;;;;;
20000;NA L2-E-4;Eufotisk innsjø-sedimentbunn;;L2-23, L2-24, L2-26, L2-27, L2-28, L2-29;;;;;;;;;;;
20000;NA L2-E-5;Eufotisk innsjø-sedimentbunn;;L2-31;;;;;;;;;;;
20000;NA L3-E-1;Afotisk (dyp) innsjø-sedimentbunn;;L3-1;;;;;;;;;;;
20000;NA L3-E-2;Afotisk (dyp) innsjø-sedimentbunn;;L3-2;;;;;;;;;;;
20000;NA L3-E-3;Afotisk (dyp) innsjø-sedimentbunn;;L3-3;;;;;;;;;;;
20000;NA L4-E-1;Helofyttsump;;L4-1;;;;;;;;;;;
20000;NA L4-E-2;Helofyttsump;;L4-2;;;;;;;;;;;
20000;NA L4-E-3;Helofyttsump;;L4-3;;;;;;;;;;;
20000;NA L5-E-1;Ferskvanns-undervannseng;;L5-1;;;;;;;;;;;
20000;NA L5-E-2;Ferskvanns-undervannseng;;L5-2;;;;;;;;;;;
20000;NA L5-E-3;Ferskvanns-undervannseng;;L5-3;;;;;;;;;;;
20000;NA L5-E-4;Ferskvanns-undervannseng;;L5-4;;;;;;;;;;;
20000;NA L5-E-5;Ferskvanns-undervannseng;;L5-5;;;;;;;;;;;
20000;NA L6-E-1;Gjøl-bunn på fast torv;;L6-1, L6-2;;;;;;;;;;;
20000;NA L6-E-2;Gjøl-bunn på fast torv;;L6-3, L6-4;;;;;;;;;;;
20000;NA L6-E-3;Gjøl-bunn på fast torv;;L6-5;;;;;;;;;;;
20000;NA L7-E-1;Innsjøbunn av dy og gytje;;L7-1;;;;;;;;;;;
20000;NA L7-E-2;Innsjøbunn av dy og gytje;;L7-2;;;;;;;;;;;
20000;NA L7-E-3;Innsjøbunn av dy og gytje;;L7-3;;;;;;;;;;;
20000;NA L7-E-4;Innsjøbunn av dy og gytje;;L7-4;;;;;;;;;;;
20000;NA L8-E-1;Innsjøbunn av grovt organisk materiale;;L8-1;;;;;;;;;;;
20000;NA L8-E-2;Innsjøbunn av grovt organisk materiale;;L8-2;;;;;;;;;;;
20000;NA L9-E-1;Innsjøbunn preget av oksygenmangel;;L9-1;;;;;;;;;;;
20000;NA L9-E-2;Innsjøbunn preget av oksygenmangel;;L9-2;;;;;;;;;;;
20000;NA L9-E-3;Innsjøbunn preget av oksygenmangel;;L9-3;;;;;;;;;;;
20000;NA L9-E-4;Innsjøbunn preget av oksygenmangel;;L9-4;;;;;;;;;;;
20000;NA L9-E-5;Innsjøbunn preget av oksygenmangel;;L9-5;;;;;;;;;;;
20000;NA L9-E-6;Innsjøbunn preget av oksygenmangel;;L9-6;;;;;;;;;;;
20000;NA L10-E-1;Arktisk permafrost-innsjøbunn;;L10-1;;;;;;;;;;;
20000;NA L11-E-1;Ny innsjøbunn;;L11-1;;;;;;;;;;;
20000;NA L11-E-2;Ny innsjøbunn;;L11-2;;;;;;;;;;;
20000;NA L12-E-1;Semi-naturlig eutrof innsjøbunn;;L12-1;;;;;;;;;;;
20000;NA L13-E-1;Semi-naturlig vannstrand-eng;;L13-1;;;;;;;;;;;
20000;NA L13-E-2;Semi-naturlig vannstrand-eng;;L13-2;;;;;;;;;;;
20000;NA L14-E-1;Ny sterkt endret innsjøbunn;;L14-1, L14-2, L14-3;;;;;;;;;;;
20000;NA L14-E-2;Ny sterkt endret innsjøbunn;;L14-4;;;;;;;;;;;
20000;NA L14-E-3;Ny sterkt endret innsjøbunn;;L14-5;;;;;;;;;;;
20000;NA L15-E-1;Ny innsjøbunn med opphav i elvebunn;;L15-1, L15-2;;;;;;;;;;;
20000;NA L15-E-2;Ny innsjøbunn med opphav i elvebunn;;L15-3, L15-4;;;;;;;;;;;
20000;NA L16-E-1;Innsjøbunn preget av kronisk fysisk forstyrrelse;;L16-1, L16-2;;;;;;;;;;;
20000;NA L16-E-2;Innsjøbunn preget av kronisk fysisk forstyrrelse;;L16-3, L16-4;;;;;;;;;;;
20000;NA L16-E-3;Innsjøbunn preget av kronisk fysisk forstyrrelse;;L16-5;;;;;;;;;;;
20000;NA L17-E-1;Innsjøbunn preget av kronisk kjemisk påvirkning;;L17-1, L17-2;;;;;;;;;;;
20000;NA L17-E-2;Innsjøbunn preget av kronisk kjemisk påvirkning;;L17-3;;;;;;;;;;;
20000;NA L17-E-3;Innsjøbunn preget av kronisk kjemisk påvirkning;;L17-4, L17-5;;;;;;;;;;;
20000;NA L17-E-4;Innsjøbunn preget av kronisk kjemisk påvirkning;;L17-6, L17-7;;;;;;;;;;;
20000;NA O1-E-1;Fast elvebunn;;O1-1, O1-2, O1-3, O1-4;;;;;;;;;;;
20000;NA O1-E-2;Fast elvebunn;;O1-5, O1-6, O1-7, O1-8;;;;;;;;;;;
20000;NA O1-E-3;Fast elvebunn;;O1-9, O1-10, O1-11, O1-12;;;;;;;;;;;
20000;NA O1-E-4;Fast elvebunn;;O1-13, O1-14, O1-15, O1-16;;;;;;;;;;;
20000;NA O1-E-5;Fast elvebunn;;O1-17, O1-18, O1-19, O1-20;;;;;;;;;;;
20000;NA O1-E-6;Fast elvebunn;;O1-21, O1-22, O1-23, O1-24;;;;;;;;;;;
20000;NA O1-E-7;Fast elvebunn;;O1-27;;;;;;;;;;;
20000;NA O2-E-1;Elvesedimentbunn;;O2-1, O2-2, O2-3, O2-4, O2-5, O2-6;;;;;;;;;;;
20000;NA O2-E-2;Elvesedimentbunn;;O2-7, O2-8, O2-9, O2-10, O2-11, O2-12;;;;;;;;;;;
20000;NA O2-E-3;Elvesedimentbunn;;O2-13, O2-14, O2-15, O2-16, O2-17, O2-18;;;;;;;;;;;
20000;NA O2-E-4;Elvesedimentbunn;;O2-19;;;;;;;;;;;
20000;NA O2-E-5;Elvesedimentbunn;;O2-20;;;;;;;;;;;
20000;NA O2-E-6;Elvesedimentbunn;;O2-21;;;;;;;;;;;
20000;NA O3-E-1;Ferskvannskildebunn;;O3-1, O3-2, O3-3, O3-4, O3-5, O3-6;;;;;;;;;;;
20000;NA O3-E-2;Ferskvannskildebunn;;O3-7, O3-8, O3-9, O3-10, O3-11, O3-12, O3-13, O3-14;;;;;;;;;;;
20000;NA O4-E-1;Varm ferskvannskildebunn;;O4-1, O4-2, O4-3, O4-4;;;;;;;;;;;
20000;NA O4-E-2;Varm ferskvannskildebunn;;O4-5, O4-6, O4-7, O4-8;;;;;;;;;;;
20000;NA O4-E-3;Varm ferskvannskildebunn;;O4-9;;;;;;;;;;;
20000;NA O5-E-1;Ny sedimentbunn i elv;;O5-1;;;;;;;;;;;
20000;NA O6-E-1;Elvebunn preget av kronisk fysisk forstyrrelse;;O6-1, O6-2;;;;;;;;;;;
20000;NA O6-E-2;Elvebunn preget av kronisk fysisk forstyrrelse;;O6-3, O6-4;;;;;;;;;;;
20000;NA O6-E-3;Elvebunn preget av kronisk fysisk forstyrrelse;;O6-5;;;;;;;;;;;
20000;NA O7-E-1;Elvebunn preget av kronisk fysikalsk-kjemisk påvirkning;;O7-1;;;;;;;;;;;
20000;NA O7-E-2;Elvebunn preget av kronisk fysikalsk-kjemisk påvirkning;;O7-2, O7-3;;;;;;;;;;;
20000;NA O7-E-2;Elvebunn preget av kronisk fysikalsk-kjemisk påvirkning;;O7-2, O7-3;;;;;;;;;;;
20000;NA O7-E-3;Elvebunn preget av kronisk fysikalsk-kjemisk påvirkning;;O7-4;;;;;;;;;;;
20000;NA F1-E-1;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;;F1-1;;;;;;;;;;;
20000;NA F1-E-2;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;;F1-2;;;;;;;;;;;
20000;NA F1-E-3;Lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn;;F1-3;;;;;;;;;;;
